date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,OT
2006/12/31 8:00,4.972,0.286,238.26,20.8,0,0,17
2006/12/31 10:00,2.856,0.13,238.78,12,0,2,0
2006/12/31 12:00,4.094,0.288,236.44,17.2,0,0,17
2006/12/31 14:00,3.496,0.128,237.59,14.6,0,0,17
2006/12/31 16:00,2.31,0,242.66,9.4,0,0,0
2006/12/31 18:00,2.452,0.062,236.3,10.4,0,0,0
2006/12/31 20:00,2.432,0.074,235.51,10.2,0,0,0
2006/12/31 22:00,2.642,0.328,237.01,11.2,0,2,0
2007/1/1 0:00,2.58,0.136,241.97,10.6,0,0,0
2007/1/1 2:00,2.504,0.088,239.26,10.4,0,0,0
2007/1/1 4:00,2.4,0,241.96,9.8,0,0,0
2007/1/1 6:00,2.46,0.064,241.13,10.2,0,0,0
2007/1/1 8:00,2.532,0.244,240.44,10.4,0,1,0
2007/1/1 10:00,3.48,0.048,239.62,14.4,0,0,18
2007/1/1 12:00,2.478,0,235.3,10.4,0,0,0
2007/1/1 14:00,1.164,0.138,238.96,7.2,0,0,0
2007/1/1 16:00,1.338,0.124,238.61,5.6,0,0,18
2007/1/1 18:00,1.416,0,239.13,5.8,0,0,17
2007/1/1 20:00,0.44,0.126,237.91,1.8,0,1,0
2007/1/1 22:00,0.362,0,239.11,1.4,0,0,0
2007/1/2 0:00,0.442,0.122,241.06,1.8,0,0,0
2007/1/2 2:00,0.47,0.16,242.18,2,0,0,0
2007/1/2 4:00,0.562,0.286,245.54,2.6,0,0,0
2007/1/2 6:00,0.424,0.062,246.08,1.8,0,0,0
2007/1/2 8:00,0.45,0.136,240.8,2,0,1,0
2007/1/2 10:00,0.358,0,238.27,1.4,0,0,0
2007/1/2 12:00,0.374,0,243.42,1.6,0,0,0
2007/1/2 14:00,0.466,0.16,242.6,2,0,0,0
2007/1/2 16:00,0.392,0.172,244.6,1.8,0,0,0
2007/1/2 18:00,2.204,0.298,236.35,9.4,0,1,17
2007/1/2 20:00,2.682,0.488,238.86,11.4,0,0,17
2007/1/2 22:00,0.498,0,240.43,2.2,0,0,0
2007/1/3 0:00,1.372,0.058,244.95,5.6,0,0,0
2007/1/3 2:00,0.322,0.158,244.95,1.4,0,0,0
2007/1/3 4:00,0.338,0.192,246.86,1.6,0,1,0
2007/1/3 6:00,0.258,0.062,247.22,1.2,0,0,0
2007/1/3 8:00,0.24,0,241.52,1,0,0,0
2007/1/3 10:00,0.892,0.2,240.48,4,0,0,0
2007/1/3 12:00,1.424,0.182,241.87,5.8,0,0,18
2007/1/3 14:00,1.428,0.178,241.45,5.8,0,0,18
2007/1/3 16:00,0.46,0.346,245.68,2.4,0,1,0
2007/1/3 18:00,0.248,0.052,241.25,1,0,0,0
2007/1/3 20:00,0.25,0.06,242.69,1.2,0,0,0
2007/1/3 22:00,0.714,0,242.1,3,0,0,0
2007/1/4 0:00,0.85,0.046,242.61,3.6,0,0,0
2007/1/4 2:00,2.354,0.13,239.28,9.8,0,1,0
2007/1/4 4:00,2.382,0.146,240.16,9.8,0,0,0
2007/1/4 6:00,2.366,0.138,238.71,9.8,0,0,0
2007/1/4 8:00,2.336,0.128,237.18,9.8,0,0,0
2007/1/4 10:00,2.096,0,237.27,8.8,0,0,17
2007/1/4 12:00,2.026,0.216,241.05,8.4,0,1,18
2007/1/4 14:00,3.79,0.242,237.06,16,0,39,18
2007/1/4 16:00,1.428,0.146,242.99,5.8,0,1,18
2007/1/4 18:00,2.614,0,236.2,11,0,0,17
2007/1/4 20:00,2.01,0.29,236.33,8.6,0,0,0
2007/1/4 22:00,0.402,0.16,239.51,1.8,0,0,0
2007/1/5 0:00,1.172,0.182,243.62,4.8,0,0,0
2007/1/5 2:00,2.374,0.144,239.74,9.8,0,0,0
2007/1/5 4:00,2.436,0.16,243.01,10,0,0,0
2007/1/5 6:00,2.452,0.164,243.57,10,0,0,0
2007/1/5 8:00,2.42,0.252,238.29,10.2,0,1,0
2007/1/5 10:00,3.352,0.12,236.15,14.2,0,0,17
2007/1/5 12:00,0.282,0,240.58,1.2,0,0,0
2007/1/5 14:00,0.262,0.06,241.89,1.2,0,0,0
2007/1/5 16:00,0.38,0.054,244.49,1.8,0,0,0
2007/1/5 18:00,2.55,0,235.84,10.8,0,0,17
2007/1/5 20:00,1.33,0.176,239.08,5.6,1,2,0
2007/1/5 22:00,4.278,0.206,235.35,18.2,37,2,17
2007/1/6 0:00,1.726,0.132,242.88,7,0,0,18
2007/1/6 2:00,0.318,0.142,241.21,1.4,0,0,0
2007/1/6 4:00,0.25,0.058,245.21,1.2,0,0,0
2007/1/6 6:00,0.254,0.05,243.77,1.2,0,0,0
2007/1/6 8:00,0.238,0,240.85,1,0,0,0
2007/1/6 10:00,1.362,0.13,236.99,5.8,0,2,0
2007/1/6 12:00,2.414,0,233.7,10.4,0,0,17
2007/1/6 14:00,1.478,0,237.8,6.2,0,0,17
2007/1/6 16:00,0.838,0,241.49,3.6,0,0,0
2007/1/6 18:00,0.794,0,235.92,3.4,0,0,0
2007/1/6 20:00,1.336,0.106,236.38,5.8,0,0,0
2007/1/6 22:00,1.032,0,238.16,4.4,0,0,0
2007/1/7 0:00,1.504,0.28,241.95,6.2,0,2,18
2007/1/7 2:00,0.344,0.186,243.17,1.6,0,0,0
2007/1/7 4:00,0.36,0.214,247.63,1.6,0,0,0
2007/1/7 6:00,0.34,0.15,247.13,1.6,0,0,0
2007/1/7 8:00,0.246,0,242.64,1,0,0,0
2007/1/7 10:00,0.384,0.064,244.08,1.8,0,0,0
2007/1/7 12:00,0.644,0.422,237.17,3.2,0,2,0
2007/1/7 14:00,1.95,0.16,238.75,9,7,1,17
2007/1/7 16:00,1.744,0.232,243.45,7.2,0,1,18
2007/1/7 18:00,6.448,0.048,230.79,27.8,0,67,16
2007/1/7 20:00,3.308,0,232.91,14.2,0,4,16
2007/1/7 22:00,3.024,0.06,238.87,12.6,0,0,18
2007/1/8 0:00,1.402,0.138,243.74,5.8,0,2,18
2007/1/8 2:00,1.372,0.12,239.69,5.6,0,1,17
2007/1/8 4:00,1.304,0,241.08,5.4,0,1,18
2007/1/8 6:00,0.296,0.12,242.5,1.4,0,0,0
2007/1/8 8:00,2.714,0.06,238.31,11.4,0,0,18
2007/1/8 10:00,1.26,0,238.05,5.2,0,0,18
2007/1/8 12:00,0.366,0.148,238.52,1.8,0,1,0
2007/1/8 14:00,0.73,0,235.89,3.2,0,0,0
2007/1/8 16:00,1.878,0.124,242.01,7.8,0,0,18
2007/1/8 18:00,2.098,0,235.61,8.8,0,0,17
2007/1/8 20:00,1.838,0.158,237.26,7.6,0,0,17
2007/1/8 22:00,1.416,0.05,238.08,6,0,0,0
2007/1/9 0:00,0.31,0.154,241.55,1.4,0,0,0
2007/1/9 2:00,0.286,0.094,242.26,1.4,0,0,0
2007/1/9 4:00,1.35,0.124,240.15,5.6,0,1,18
2007/1/9 6:00,0.308,0.146,242.79,1.4,0,1,0
2007/1/9 8:00,3.204,0.302,237.65,13.6,1,0,17
2007/1/9 10:00,1.37,0.134,239.55,5.6,0,0,18
2007/1/9 12:00,0.276,0.112,238.92,1.2,0,0,0
2007/1/9 14:00,0.208,0,239.64,0.8,0,0,0
2007/1/9 16:00,1.59,0.136,246.65,6.4,0,0,18
2007/1/9 18:00,2.396,0.476,236.25,10.4,0,2,17
2007/1/9 20:00,3.974,0.514,238,16.8,38,3,0
2007/1/9 22:00,1.346,0.126,240.31,5.6,0,2,0
2007/1/10 0:00,0.404,0.302,244.48,2,0,2,0
2007/1/10 2:00,0.332,0.164,242.62,1.6,0,1,0
2007/1/10 4:00,0.368,0.2,243.56,1.8,0,1,0
2007/1/10 6:00,0.32,0.134,243.22,1.4,0,0,0
2007/1/10 8:00,2.958,0.09,238.69,12.4,0,0,18
2007/1/10 10:00,1.402,0.076,238.67,5.8,0,1,18
2007/1/10 12:00,1.326,0.188,242.54,5.4,0,19,0
2007/1/10 14:00,0.714,0.154,239.97,3.8,0,0,0
2007/1/10 16:00,0.638,0.132,243.13,2.6,0,2,0
2007/1/10 18:00,3.304,0.28,238.85,13.8,0,2,17
2007/1/10 20:00,1.974,0.092,238.09,8.4,0,0,17
2007/1/10 22:00,1.074,0.112,238.56,4.4,0,0,0
2007/1/11 0:00,0.444,0.324,244.9,2.2,0,0,0
2007/1/11 2:00,0.214,0,243,1,0,0,0
2007/1/11 4:00,0.286,0.138,243.75,1.2,0,0,0
2007/1/11 6:00,0.224,0,244.1,1,0,0,0
2007/1/11 8:00,3.41,0.41,237.99,14.6,0,0,18
2007/1/11 10:00,1.386,0.156,239.48,5.8,0,0,17
2007/1/11 12:00,0.304,0.164,241.46,1.4,0,1,0
2007/1/11 14:00,0.364,0.152,242.82,1.6,0,0,0
2007/1/11 16:00,1.392,0.168,241.86,5.8,0,0,18
2007/1/11 18:00,3.854,0,238.03,16.2,0,0,17
2007/1/11 20:00,4.78,0.48,232.83,20.8,0,23,16
2007/1/11 22:00,2.404,0.13,239.36,10,0,0,18
2007/1/12 0:00,1.296,0.138,239.74,5.4,0,1,0
2007/1/12 2:00,0.23,0,240.74,1,0,0,0
2007/1/12 4:00,0.3,0.112,245.21,1.4,0,0,0
2007/1/12 6:00,1.492,0.262,243.22,6.2,0,0,18
2007/1/12 8:00,3.69,0.41,236.54,15.8,0,1,17
2007/1/12 10:00,1.424,0.244,237.88,6,0,1,17
2007/1/12 12:00,0.396,0.276,240.7,2,0,1,0
2007/1/12 14:00,0.296,0.15,242.3,1.4,0,1,0
2007/1/12 16:00,0.224,0,245.98,1,0,0,0
2007/1/12 18:00,2.116,0.11,240.14,9,0,0,11
2007/1/12 20:00,2.21,0.162,237.12,9.2,0,0,17
2007/1/12 22:00,1.288,0,241.24,5.4,0,0,0
2007/1/13 0:00,0.22,0,242.11,1,0,0,0
2007/1/13 2:00,0.212,0,240.98,1,0,0,0
2007/1/13 4:00,0.394,0.298,244.39,2,0,1,0
2007/1/13 6:00,0.318,0.15,240.73,1.4,0,0,0
2007/1/13 8:00,1.224,0.226,239.27,5.2,0,0,0
2007/1/13 10:00,4.356,0.332,233.43,18.6,37,0,0
2007/1/13 12:00,2.13,0.376,239.31,9,1,2,17
2007/1/13 14:00,0.658,0.136,242.66,2.8,0,0,0
2007/1/13 16:00,1.848,0.216,240.62,7.6,0,0,18
2007/1/13 18:00,2.522,0.27,240.11,10.4,0,1,0
2007/1/13 20:00,3.1,0.32,235.42,13.2,0,1,17
2007/1/13 22:00,4.082,0.382,232.19,17.6,0,1,17
2007/1/14 0:00,4.646,0.062,234.31,19.8,0,0,17
2007/1/14 2:00,4.432,0.106,238.3,19.2,0,0,18
2007/1/14 4:00,1.898,0.118,240.63,8.6,0,0,0
2007/1/14 6:00,0.342,0.148,242.36,1.6,0,0,0
2007/1/14 8:00,0.208,0,242.23,0.8,0,0,0
2007/1/14 10:00,3.75,0.184,234.5,16,0,1,17
2007/1/14 12:00,2.178,0.318,233.8,10.2,0,27,0
2007/1/14 14:00,1.706,0.404,241.12,7.2,0,0,18
2007/1/14 16:00,3.794,0.264,239.21,16.2,1,29,18
2007/1/14 18:00,4.878,0.22,232.97,21.2,0,21,17
2007/1/14 20:00,2.632,0.138,234.24,11.2,0,0,16
2007/1/14 22:00,2.002,0.266,235.73,8.6,0,0,17
2007/1/15 0:00,1.382,0.104,242.12,5.6,0,0,18
2007/1/15 2:00,1.344,0.112,238.09,5.6,0,0,18
2007/1/15 4:00,0.214,0,244.31,0.8,0,0,0
2007/1/15 6:00,0.336,0.158,245.75,1.4,0,0,0
2007/1/15 8:00,2.512,0,241.26,10.4,0,0,18
2007/1/15 10:00,1.4,0.126,239.2,5.8,2,2,18
2007/1/15 12:00,1.51,0.248,241.04,6.2,0,2,18
2007/1/15 14:00,0.54,0.134,243.19,2.6,0,1,0
2007/1/15 16:00,1.618,0.158,244.6,6.6,0,0,19
2007/1/15 18:00,2.55,0,237.12,10.6,0,0,18
2007/1/15 20:00,4.298,0.488,234.47,18.8,0,0,17
2007/1/15 22:00,1.474,0.146,241.14,6.2,0,0,0
2007/1/16 0:00,1.62,0.164,243.03,7.6,0,21,0
2007/1/16 2:00,0.34,0.136,242.12,1.6,0,1,0
2007/1/16 4:00,0.288,0.082,243.23,1.2,0,1,0
2007/1/16 6:00,0.244,0,243.27,1,0,0,0
2007/1/16 8:00,2.722,0.212,238.03,11.4,1,0,18
2007/1/16 10:00,0.332,0,242.68,1.6,0,0,0
2007/1/16 12:00,0.726,0,242.76,3.2,0,0,0
2007/1/16 14:00,1.896,0.11,241.25,7.8,0,1,18
2007/1/16 16:00,0.42,0.154,244.85,1.8,0,2,0
2007/1/16 18:00,3.252,0.126,237.94,13.6,0,0,17
2007/1/16 20:00,1.728,0.194,238.9,7.4,0,0,0
2007/1/16 22:00,0.948,0,242.24,4,0,0,0
2007/1/17 0:00,0.282,0.114,243.29,1.2,0,0,0
2007/1/17 2:00,0.206,0,240.49,0.8,0,0,0
2007/1/17 4:00,0.31,0.136,241.36,1.4,0,0,0
2007/1/17 6:00,0.31,0.134,241.48,1.4,0,0,0
2007/1/17 8:00,2.52,0.102,237.61,10.8,0,0,17
2007/1/17 10:00,2.932,0,238.41,12.4,2,0,17
2007/1/17 12:00,1.888,0,239.84,8,0,0,18
2007/1/17 14:00,1.412,0.12,241.18,5.8,0,0,18
2007/1/17 16:00,2.056,0.094,244.72,8.4,0,1,19
2007/1/17 18:00,1.446,0.286,241.27,6,0,2,0
2007/1/17 20:00,2.77,0,235.37,11.8,0,0,0
2007/1/17 22:00,5.488,0,235.28,23.2,38,0,17
2007/1/18 0:00,1.408,0.104,244.77,5.6,0,0,19
2007/1/18 2:00,0.314,0.134,242.26,1.4,0,0,0
2007/1/18 4:00,0.312,0.146,244.56,1.4,0,0,0
2007/1/18 6:00,0.222,0,242.73,1,0,0,0
2007/1/18 8:00,2.818,0.076,234.61,12,0,0,17
2007/1/18 10:00,1.282,0,240.34,5.2,0,0,17
2007/1/18 12:00,0.48,0.364,239.28,2.4,0,1,0
2007/1/18 14:00,0.412,0.146,239.89,2,0,2,0
2007/1/18 16:00,1.406,0.144,242.09,5.8,0,1,18
2007/1/18 18:00,3.174,0,234.54,13.4,0,0,17
2007/1/18 20:00,2.388,0.112,239.11,10,0,0,18
2007/1/18 22:00,1.556,0.12,238.47,6.4,0,0,18
2007/1/19 0:00,0.238,0,241.95,1,0,0,0
2007/1/19 2:00,0.342,0.14,240.73,1.6,0,0,0
2007/1/19 4:00,0.334,0.138,240.41,1.4,0,0,0
2007/1/19 6:00,0.35,0.162,244.98,1.6,0,0,0
2007/1/19 8:00,3.166,0.19,236.23,13.4,1,0,17
2007/1/19 10:00,1.24,0,237.67,5.2,0,0,18
2007/1/19 12:00,0.276,0.106,241.65,1.2,0,0,0
2007/1/19 14:00,0.446,0.152,242.71,2,0,0,0
2007/1/19 16:00,0.92,0.28,243.62,4,0,2,0
2007/1/19 18:00,0.428,0.328,239.02,2.2,0,2,0
2007/1/19 20:00,1.546,0.22,236.49,6.6,0,0,0
2007/1/19 22:00,1.716,0.06,238.47,7.2,0,0,0
2007/1/20 0:00,1.374,0,241.55,5.6,0,0,0
2007/1/20 2:00,0.322,0.164,243.32,1.4,0,0,0
2007/1/20 4:00,0.22,0,240.51,1,0,0,0
2007/1/20 6:00,1.838,0.102,239.55,8.4,0,0,0
2007/1/20 8:00,1.328,0.33,239.73,5.8,0,0,0
2007/1/20 10:00,1.012,0.12,238.28,4.2,0,1,0
2007/1/20 12:00,0.682,0.398,238.93,3.2,0,0,0
2007/1/20 14:00,4.226,0.334,236.44,18,0,42,17
2007/1/20 16:00,1.378,0.092,238.76,5.8,0,0,17
2007/1/20 18:00,3.212,0,231.19,13.8,0,1,17
2007/1/20 20:00,3.388,0.182,233.51,14.4,0,1,17
2007/1/20 22:00,1.116,0.114,237.83,4.8,0,1,0
2007/1/21 0:00,2.668,0.064,240.27,11,0,0,0
2007/1/21 2:00,3.464,0.204,237.96,14.4,0,2,17
2007/1/21 4:00,0.378,0.238,243.76,1.8,0,0,0
2007/1/21 6:00,1.794,0,242.61,8.4,0,0,0
2007/1/21 8:00,2.308,0.06,238.17,9.6,0,0,0
2007/1/21 10:00,1.446,0.096,234.81,6,0,0,17
2007/1/21 12:00,3.768,0.304,233.64,16,37,0,17
2007/1/21 14:00,4.96,0.226,237.18,21.4,59,0,17
