date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,OT
2007-01-11 06:00:00,0.224,0.0,244.1,1.0,0,0,0
2007-01-11 20:00:00,4.78,0.48,232.83,20.8,0,23,16
2007-01-12 10:00:00,1.424,0.244,237.88,6.0,0,1,17
2007-01-13 00:00:00,0.22,0.0,242.11,1.0,0,0,0
2007-01-13 14:00:00,0.658,0.136,242.66,2.8,0,0,0
2007-01-14 04:00:00,1.898,0.118,240.63,8.6,0,0,0
2007-01-14 18:00:00,4.878,0.22,232.97,21.2,0,21,17
2007-01-15 08:00:00,2.512,0.0,241.26,10.4,0,0,18
2007-01-15 22:00:00,1.474,0.146,241.14,6.2,0,0,0
2007-01-16 12:00:00,0.726,0.0,242.76,3.2,0,0,0
2007-01-17 02:00:00,0.206,0.0,240.49,0.8,0,0,0
2007-01-17 16:00:00,2.056,0.094,244.72,8.4,0,1,19
2007-01-18 06:00:00,0.222,0.0,242.73,1.0,0,0,0
2007-01-18 20:00:00,2.388,0.112,239.11,10.0,0,0,18
2007-01-19 10:00:00,1.24,0.0,237.67,5.2,0,0,18
2007-01-20 00:00:00,1.374,0.0,241.55,5.6,0,0,0
2007-01-20 14:00:00,4.226,0.334,236.44,18.0,0,42,17
2007-01-21 04:00:00,0.378,0.238,243.76,1.8,0,0,0
2007-01-21 18:00:00,4.014,0.0,233.78,17.2,0,34,16
2007-01-22 08:00:00,3.108,0.242,239.23,13.4,0,0,17
2007-01-22 22:00:00,1.544,0.0,240.35,6.4,0,0,0
2007-01-23 12:00:00,0.288,0.1,243.36,1.2,0,0,0
2007-01-24 02:00:00,2.41,0.104,241.56,10.0,0,0,0
2007-01-24 16:00:00,2.662,0.132,241.5,11.0,0,1,18
2007-01-25 06:00:00,0.226,0.0,246.01,1.0,0,0,0
2007-01-25 20:00:00,1.93,0.082,239.17,8.2,0,0,18
2007-01-26 10:00:00,0.804,0.104,239.77,3.4,0,1,0
2007-01-27 00:00:00,2.492,0.0,243.71,10.8,35,0,0
2007-01-27 14:00:00,2.736,0.074,238.63,11.4,0,0,17
2007-01-28 04:00:00,2.45,0.088,243.01,10.0,0,2,0
2007-01-28 18:00:00,2.676,0.052,238.0,11.2,0,0,17
2007-01-29 08:00:00,2.082,0.152,235.78,8.8,0,0,17
2007-01-29 22:00:00,3.488,0.0,234.37,14.8,37,0,0
2007-01-30 12:00:00,1.062,0.548,240.73,5.0,0,1,0
2007-01-31 02:00:00,0.388,0.226,240.23,1.8,0,1,0
2007-01-31 16:00:00,2.766,0.29,240.38,11.6,0,22,18
2007-02-01 06:00:00,1.282,0.0,239.02,5.2,0,0,18
2007-02-01 20:00:00,2.38,0.086,238.13,10.0,0,0,17
2007-02-02 10:00:00,1.862,0.098,237.78,7.8,0,0,17
2007-02-03 00:00:00,3.614,0.106,240.99,15.0,0,1,18
2007-02-03 14:00:00,2.124,0.182,240.92,8.8,0,0,18
2007-02-04 04:00:00,1.506,0.218,241.26,7.6,0,0,0
2007-02-04 18:00:00,2.198,0.198,237.97,9.2,0,1,17
2007-02-05 08:00:00,2.962,0.056,237.36,12.4,0,1,17
2007-02-05 22:00:00,1.142,0.188,240.17,5.0,0,0,0
2007-02-06 12:00:00,0.496,0.0,243.27,2.4,0,0,0
2007-02-07 02:00:00,0.3,0.108,244.69,1.2,0,0,0
2007-02-07 16:00:00,3.128,0.432,243.35,12.8,1,40,0
2007-02-08 06:00:00,1.392,0.108,240.9,5.8,0,0,17
2007-02-08 20:00:00,2.002,0.138,239.13,8.4,1,0,0
2007-02-09 10:00:00,1.372,0.114,238.36,5.8,0,0,18
2007-02-10 00:00:00,0.45,0.264,244.52,2.2,0,1,0
2007-02-10 14:00:00,3.752,0.194,236.65,15.8,37,0,17
2007-02-11 04:00:00,2.32,0.0,240.19,9.6,0,0,0
2007-02-11 18:00:00,3.022,0.11,235.44,12.8,0,0,17
2007-02-12 08:00:00,2.58,0.0,239.87,10.6,1,0,17
2007-02-12 22:00:00,0.926,0.05,239.05,3.8,1,0,0
2007-02-13 12:00:00,0.678,0.114,242.41,2.8,0,0,0
2007-02-14 02:00:00,0.324,0.126,242.47,1.4,0,0,0
2007-02-14 16:00:00,3.562,0.174,239.3,15.0,0,19,17
2007-02-15 06:00:00,0.334,0.116,243.23,1.4,0,1,0
2007-02-15 20:00:00,4.296,0.368,236.26,18.2,0,34,17
2007-02-16 10:00:00,0.43,0.244,238.85,2.0,0,2,0
2007-02-17 00:00:00,1.996,0.344,241.25,8.4,0,1,18
2007-02-17 14:00:00,2.42,0.444,239.16,10.2,2,1,18
2007-02-18 04:00:00,0.406,0.26,243.73,2.0,0,0,0
2007-02-18 18:00:00,3.118,0.586,233.78,13.6,1,4,17
2007-02-19 08:00:00,1.812,0.1,237.26,7.6,0,0,17
2007-02-19 22:00:00,4.602,0.0,235.25,19.4,36,0,17
2007-02-20 12:00:00,1.39,0.0,242.18,5.6,0,0,18
2007-02-21 02:00:00,0.298,0.098,239.04,1.2,0,2,0
2007-02-21 16:00:00,2.18,0.444,241.71,9.2,0,1,17
2007-02-22 06:00:00,2.434,0.18,239.73,10.2,0,2,0
2007-02-22 20:00:00,3.39,0.368,233.32,14.6,0,4,17
2007-02-23 10:00:00,1.588,0.294,239.42,6.6,0,0,17
2007-02-24 00:00:00,0.712,0.0,243.65,2.8,0,0,0
2007-02-24 14:00:00,0.292,0.094,241.49,1.2,0,0,0
2007-02-25 04:00:00,1.356,0.094,239.56,5.6,0,2,18
2007-02-25 18:00:00,0.312,0.112,238.58,1.4,0,0,0
2007-02-26 08:00:00,0.218,0.0,242.36,0.8,0,0,0
2007-02-26 22:00:00,0.316,0.118,239.5,1.4,0,0,0
2007-02-27 12:00:00,0.302,0.108,244.48,1.2,0,0,0
2007-02-28 02:00:00,0.224,0.0,244.71,1.0,0,0,0
2007-02-28 16:00:00,0.32,0.13,242.41,1.4,0,0,0
2007-03-01 06:00:00,1.292,0.0,241.44,5.2,0,0,18
2007-03-01 20:00:00,0.212,0.0,239.21,0.8,0,0,0
2007-03-02 10:00:00,0.214,0.0,239.78,0.8,0,0,0
2007-03-03 00:00:00,0.31,0.118,247.29,1.4,0,0,0
2007-03-03 14:00:00,0.406,0.262,243.8,2.0,0,2,0
2007-03-04 04:00:00,0.218,0.0,240.76,0.8,0,0,0
2007-03-04 18:00:00,4.816,0.42,237.12,20.4,0,36,17
2007-03-05 08:00:00,1.742,0.33,238.0,7.4,0,3,17
2007-03-05 22:00:00,1.822,0.052,237.1,7.6,1,0,18
2007-03-06 12:00:00,0.49,0.342,242.55,2.4,0,1,0
2007-03-07 02:00:00,0.208,0.0,240.02,0.8,0,0,0
2007-03-07 16:00:00,1.358,0.06,241.5,5.6,0,0,18
2007-03-08 06:00:00,0.322,0.074,243.37,1.4,0,2,0
2007-03-08 20:00:00,3.126,0.306,236.88,13.4,0,0,0
2007-03-09 10:00:00,1.89,0.112,237.55,8.0,0,0,18
2007-03-10 00:00:00,0.296,0.088,243.0,1.2,0,0,0
2007-03-10 14:00:00,1.846,0.274,241.03,7.6,0,0,18
2007-03-11 04:00:00,2.36,0.052,242.22,9.6,0,0,0
2007-03-11 18:00:00,3.03,0.244,240.74,12.8,0,21,18
2007-03-12 08:00:00,1.568,0.0,239.04,6.4,1,0,17
2007-03-12 22:00:00,3.958,0.106,234.77,16.8,0,35,17
2007-03-13 12:00:00,0.404,0.232,240.54,1.8,0,2,0
2007-03-14 02:00:00,0.3,0.0,242.42,1.4,0,0,0
2007-03-14 16:00:00,0.36,0.192,243.22,1.6,0,1,0
2007-03-15 06:00:00,0.226,0.0,243.45,1.0,0,0,0
2007-03-15 20:00:00,3.08,0.126,237.63,13.0,0,0,17
2007-03-16 10:00:00,1.664,0.318,235.87,7.2,1,3,17
2007-03-17 00:00:00,1.088,0.106,239.15,4.6,0,0,0
2007-03-17 14:00:00,1.392,0.0,238.92,5.8,1,0,18
2007-03-18 04:00:00,0.234,0.0,245.57,1.0,0,0,0
2007-03-18 18:00:00,0.322,0.0,240.76,1.4,0,0,0
2007-03-19 08:00:00,1.924,0.08,240.85,8.0,0,0,18
2007-03-19 22:00:00,2.406,0.074,235.13,10.2,1,0,17
2007-03-20 12:00:00,1.76,0.312,239.45,7.6,0,1,18
2007-03-21 02:00:00,1.25,0.052,237.3,5.2,0,0,18
2007-03-21 16:00:00,2.762,0.088,242.49,11.4,0,39,0
2007-03-22 06:00:00,0.326,0.108,247.29,1.4,0,0,0
2007-03-22 20:00:00,0.424,0.084,236.17,1.8,0,0,0
2007-03-23 10:00:00,1.43,0.21,238.08,6.0,0,2,17
2007-03-24 00:00:00,0.206,0.0,244.37,0.8,0,0,0
2007-03-24 14:00:00,2.074,0.188,239.96,8.6,0,6,18
2007-03-25 04:00:00,2.32,0.054,242.48,9.4,0,0,0
2007-03-25 18:00:00,0.436,0.252,242.99,2.0,0,1,0
2007-03-26 08:00:00,2.376,0.076,240.56,9.8,0,0,17
2007-03-26 22:00:00,0.874,0.186,239.22,3.6,1,2,0
2007-03-27 12:00:00,0.37,0.204,240.7,1.8,0,1,0
2007-03-28 02:00:00,0.432,0.258,241.22,2.0,0,2,0
2007-03-28 16:00:00,3.194,0.274,240.95,13.8,0,28,18
2007-03-29 06:00:00,0.488,0.364,243.94,2.4,0,1,0
2007-03-29 20:00:00,2.702,0.28,239.54,11.2,0,0,17
2007-03-30 10:00:00,1.468,0.19,236.59,6.2,0,1,17
2007-03-31 00:00:00,0.382,0.144,243.51,1.8,0,2,0
2007-03-31 14:00:00,1.9,0.322,238.93,8.0,0,1,18
2007-04-01 04:00:00,0.334,0.106,243.21,1.4,0,0,0
2007-04-01 18:00:00,3.896,0.184,235.48,16.4,37,2,17
2007-04-02 08:00:00,1.64,0.212,239.78,6.8,0,0,18
2007-04-02 22:00:00,5.516,0.0,232.39,23.8,2,36,16
2007-04-03 12:00:00,0.298,0.102,242.39,1.2,0,0,0
2007-04-04 02:00:00,0.32,0.114,242.85,1.4,0,0,0
2007-04-04 16:00:00,1.408,0.0,241.37,5.8,1,0,18
2007-04-05 06:00:00,0.224,0.0,244.37,1.0,0,0,0
2007-04-05 20:00:00,3.552,0.188,237.66,15.6,0,2,18
2007-04-06 10:00:00,1.464,0.224,241.03,6.0,0,1,18
2007-04-07 00:00:00,0.974,0.0,242.48,4.0,0,1,0
2007-04-07 14:00:00,0.322,0.128,242.6,1.4,0,0,0
2007-04-08 04:00:00,2.354,0.068,240.06,9.8,0,0,0
2007-04-08 18:00:00,0.462,0.336,241.4,2.4,0,1,0
2007-04-09 08:00:00,0.216,0.0,241.41,0.8,0,0,0
2007-04-09 22:00:00,0.47,0.23,240.4,2.2,1,0,0
2007-04-10 12:00:00,0.284,0.098,238.47,1.2,0,1,0
2007-04-11 02:00:00,0.5,0.328,241.89,2.6,0,1,0
2007-04-11 16:00:00,0.222,0.0,244.54,1.0,0,0,0
2007-04-12 06:00:00,0.414,0.246,242.21,2.0,0,2,0
2007-04-12 20:00:00,0.214,0.0,239.89,0.8,0,0,0
2007-04-13 10:00:00,1.258,0.0,237.72,5.2,0,0,18
2007-04-14 00:00:00,0.39,0.236,240.25,1.8,0,1,0
2007-04-14 14:00:00,0.218,0.0,242.02,0.8,0,0,0
2007-04-15 04:00:00,0.288,0.092,241.9,1.2,0,0,0
2007-04-15 18:00:00,0.126,0.0,240.32,0.6,0,0,0
2007-04-16 08:00:00,1.304,0.084,237.86,5.4,0,0,17
2007-04-16 22:00:00,1.264,0.0,239.91,5.2,1,0,0
2007-04-17 12:00:00,0.31,0.228,240.35,1.6,0,0,0
2007-04-18 02:00:00,0.122,0.0,238.99,0.6,0,0,0
2007-04-18 16:00:00,0.144,0.0,242.78,0.6,0,0,0
2007-04-19 06:00:00,0.368,0.09,239.54,1.6,0,0,0
2007-04-19 20:00:00,2.548,0.0,240.0,10.6,0,39,0
2007-04-20 10:00:00,0.21,0.118,239.49,1.0,0,1,0
2007-04-21 00:00:00,0.118,0.0,242.67,0.6,0,0,0
2007-04-21 14:00:00,1.42,0.186,242.84,5.8,2,0,18
2007-04-22 04:00:00,0.144,0.0,241.87,0.6,0,0,0
2007-04-22 18:00:00,0.492,0.256,242.62,2.4,0,1,0
2007-04-23 08:00:00,1.652,0.0,234.44,7.0,0,0,17
2007-04-23 22:00:00,0.926,0.0,234.12,4.0,0,0,0
2007-04-24 12:00:00,1.162,0.05,234.62,4.8,0,0,17
2007-04-25 02:00:00,0.192,0.084,236.17,0.8,0,1,0
2007-04-25 16:00:00,0.212,0.114,234.85,1.0,0,0,0
2007-04-26 06:00:00,0.184,0.07,237.41,0.8,0,0,0
2007-04-26 20:00:00,1.314,0.0,234.73,5.6,0,0,16
2007-04-27 10:00:00,0.718,0.0,230.68,4.0,0,0,0
2007-04-28 00:00:00,1.368,0.086,233.05,5.8,0,1,0
2007-04-28 14:00:00,1.42,0.186,242.84,5.8,2,0,18
2007-04-29 04:00:00,0.144,0.0,241.87,0.6,0,0,0
2007-04-29 18:00:00,0.492,0.256,242.62,2.4,0,1,0
2007-04-30 08:00:00,1.652,0.0,234.44,7.0,0,0,17
2007-04-30 22:00:00,0.604,0.116,232.12,2.6,1,0,0
2007-05-01 12:00:00,1.886,0.058,234.03,8.0,0,0,17
2007-05-02 02:00:00,0.482,0.19,235.86,2.4,0,2,0
2007-05-02 16:00:00,1.23,0.078,236.31,5.2,0,0,17
2007-05-03 06:00:00,0.21,0.092,234.31,1.0,0,0,0
2007-05-03 20:00:00,0.3,0.078,233.69,1.2,0,2,0
2007-05-04 10:00:00,0.12,0.0,232.69,0.6,0,0,0
2007-05-05 00:00:00,0.26,0.154,241.0,1.2,1,1,0
2007-05-05 14:00:00,1.554,0.098,236.51,6.8,0,0,18
2007-05-06 04:00:00,0.206,0.102,236.09,1.0,0,2,0
2007-05-06 18:00:00,0.374,0.21,234.71,1.8,0,1,0
2007-05-07 08:00:00,1.414,0.0,234.17,6.0,0,0,17
2007-05-07 22:00:00,2.84,0.118,230.07,12.2,0,0,16
2007-05-08 12:00:00,5.874,0.096,229.66,25.8,50,29,16
2007-05-09 02:00:00,0.118,0.0,236.84,0.6,0,0,0
2007-05-09 16:00:00,2.128,0.046,232.89,9.4,0,31,0
2007-05-10 06:00:00,0.186,0.078,238.63,0.8,0,0,0
2007-05-10 20:00:00,0.452,0.238,236.18,2.2,0,0,0
2007-05-11 10:00:00,1.304,0.046,233.0,5.6,0,0,16
2007-05-12 00:00:00,1.256,0.086,236.1,5.2,0,0,17
2007-05-12 14:00:00,1.66,0.112,233.11,7.0,0,1,17
2007-05-13 04:00:00,0.312,0.216,237.59,1.6,0,0,0
2007-05-13 18:00:00,0.626,0.352,237.09,3.0,1,0,0
2007-05-14 08:00:00,1.578,0.0,233.92,6.6,0,0,17
2007-05-14 22:00:00,2.568,0.112,234.09,11.2,1,22,0
2007-05-15 12:00:00,0.274,0.0,233.65,1.2,0,0,0
2007-05-16 02:00:00,0.206,0.048,236.25,0.8,0,0,0
2007-05-16 16:00:00,0.326,0.0,235.52,1.4,0,0,0
2007-05-17 06:00:00,0.232,0.0,237.58,1.0,0,0,0
2007-05-17 20:00:00,1.33,0.0,231.73,5.8,0,0,16
2007-05-18 10:00:00,1.326,0.064,234.52,5.6,0,0,17
2007-05-19 00:00:00,0.3,0.056,237.19,1.2,0,0,0
2007-05-19 14:00:00,1.538,0.046,234.67,6.6,0,0,17
2007-05-20 04:00:00,0.316,0.08,235.71,1.4,0,0,0
2007-05-20 18:00:00,2.49,0.0,233.51,12.0,0,0,0
2007-05-21 08:00:00,1.198,0.052,230.92,5.2,0,0,16
2007-05-21 22:00:00,1.83,0.136,234.33,7.8,0,0,17
2007-05-22 12:00:00,0.206,0.052,235.81,0.8,0,0,0
2007-05-23 02:00:00,0.208,0.05,236.98,0.8,0,0,0
2007-05-23 16:00:00,0.212,0.048,237.48,0.8,0,0,0
2007-05-24 06:00:00,0.302,0.074,237.11,1.2,0,0,0
2007-05-24 20:00:00,1.614,0.42,236.21,7.8,0,1,0
2007-05-25 10:00:00,1.346,0.168,229.12,5.8,0,2,16
2007-05-26 00:00:00,0.226,0.0,240.91,1.0,0,0,0
2007-05-26 14:00:00,1.488,0.172,233.55,6.4,0,0,16
2007-05-27 04:00:00,0.264,0.0,237.52,1.2,0,0,0
2007-05-27 18:00:00,3.73,0.52,232.4,16.6,1,18,16
2007-05-28 08:00:00,0.302,0.046,233.11,1.4,0,0,0
2007-05-28 22:00:00,2.742,0.0,234.41,11.6,37,0,0
2007-05-29 12:00:00,0.854,0.084,235.57,3.8,0,2,0
2007-05-30 02:00:00,0.204,0.052,234.6,0.8,0,0,0
2007-05-30 16:00:00,0.436,0.102,236.69,1.8,0,3,0
2007-05-31 06:00:00,0.212,0.06,235.12,1.0,0,0,0
2007-05-31 20:00:00,1.002,0.198,233.84,4.4,0,0,0
2007-06-01 10:00:00,1.296,0.07,231.64,5.6,0,0,17
2007-06-02 00:00:00,0.22,0.0,238.0,1.0,0,0,0
2007-06-02 14:00:00,2.9,0.0,231.94,12.4,0,36,0
2007-06-03 04:00:00,0.296,0.052,235.88,1.2,0,0,0
2007-06-03 18:00:00,1.378,0.132,233.41,5.8,0,1,17
2007-06-04 08:00:00,1.386,0.206,234.93,5.8,0,2,17
2007-06-04 22:00:00,0.428,0.164,233.9,2.0,0,0,0
2007-06-05 12:00:00,0.312,0.128,234.49,1.4,0,2,0
2007-06-06 02:00:00,0.278,0.076,235.49,1.2,0,0,0
2007-06-06 16:00:00,1.086,0.0,236.14,6.2,11,0,0
2007-06-07 06:00:00,0.178,0.0,238.8,0.8,0,0,0
2007-06-07 20:00:00,1.648,0.48,232.86,8.2,0,2,0
2007-06-08 10:00:00,1.498,0.288,230.37,6.6,0,2,17
2007-06-09 00:00:00,1.348,0.0,243.38,5.4,0,0,0
2007-06-09 14:00:00,1.726,0.356,240.68,7.4,0,2,18
2007-06-10 04:00:00,0.294,0.224,240.81,1.4,0,0,0
2007-06-10 18:00:00,0.27,0.234,243.37,1.4,0,1,0
2007-06-11 08:00:00,1.214,0.078,237.28,5.0,0,0,17
2007-06-11 22:00:00,1.336,0.356,239.35,5.8,0,0,0
2007-06-12 12:00:00,0.344,0.0,240.64,1.8,0,0,0
2007-06-13 02:00:00,0.274,0.23,240.9,1.4,0,1,0
2007-06-13 16:00:00,0.162,0.0,241.47,0.8,0,0,0
2007-06-14 06:00:00,0.102,0.0,240.89,0.4,0,0,0
2007-06-14 20:00:00,2.072,0.586,241.02,8.8,1,2,18
2007-06-15 10:00:00,0.186,0.12,239.79,1.0,0,1,0
2007-06-16 00:00:00,0.304,0.23,242.86,1.4,0,1,0
2007-06-16 14:00:00,1.68,0.198,241.02,7.0,0,1,18
2007-06-17 04:00:00,0.278,0.232,243.29,1.4,0,1,0
2007-06-17 18:00:00,3.602,0.18,239.23,15.4,0,27,17
2007-06-18 08:00:00,1.86,0.102,238.45,8.2,0,0,18
2007-06-18 22:00:00,0.522,0.12,241.08,2.2,0,0,0
2007-06-19 12:00:00,0.32,0.072,240.56,1.4,0,0,0
2007-06-20 02:00:00,0.324,0.326,238.95,1.8,0,2,0
2007-06-20 16:00:00,1.21,0.0,240.97,5.0,0,0,18
2007-06-21 06:00:00,1.274,0.096,241.24,5.2,0,0,18
2007-06-21 20:00:00,0.606,0.526,242.27,3.2,0,1,0
2007-06-22 10:00:00,0.24,0.142,238.39,1.4,0,0,0
2007-06-23 00:00:00,0.12,0.0,240.16,0.6,0,0,0
2007-06-23 14:00:00,0.226,0.132,241.55,1.0,0,0,0
2007-06-24 04:00:00,0.14,0.0,243.51,0.6,0,0,0
2007-06-24 18:00:00,1.292,0.0,240.97,5.2,0,0,17
2007-06-25 08:00:00,1.292,0.066,238.48,5.4,0,1,17
2007-06-25 22:00:00,5.612,0.43,234.0,24.0,38,33,0
2007-06-26 12:00:00,0.28,0.204,238.71,1.4,0,1,0
2007-06-27 02:00:00,0.22,0.1,238.21,1.0,0,1,0
2007-06-27 16:00:00,0.208,0.088,240.46,1.0,0,0,0
2007-06-28 06:00:00,1.362,0.21,240.35,5.6,0,1,18
2007-06-28 20:00:00,2.728,0.17,237.72,11.4,0,0,17
2007-06-29 10:00:00,0.324,0.178,236.01,1.6,0,0,0
2007-06-30 00:00:00,0.222,0.11,243.19,1.0,0,1,0
2007-06-30 14:00:00,0.236,0.08,241.71,1.0,0,0,0
2007-07-01 04:00:00,0.394,0.224,240.18,1.8,0,1,0
2007-07-01 18:00:00,0.174,0.0,240.78,0.8,0,0,0
2007-07-02 08:00:00,1.246,0.048,240.32,5.2,0,0,18
2007-07-02 22:00:00,4.65,0.236,237.56,19.6,1,37,17
2007-07-03 12:00:00,0.264,0.082,238.7,1.2,0,0,0
2007-07-04 02:00:00,0.18,0.0,241.07,0.8,0,0,0
2007-07-04 16:00:00,0.22,0.106,242.41,1.0,0,1,0
2007-07-05 06:00:00,0.154,0.0,240.97,0.6,0,0,0
2007-07-05 20:00:00,4.256,0.428,236.86,18.6,55,0,0
2007-07-06 10:00:00,0.194,0.098,238.32,0.8,0,1,0
2007-07-07 00:00:00,4.094,0.0,238.92,17.0,0,1,0
2007-07-07 14:00:00,1.39,0.192,239.57,5.8,0,0,18
2007-07-08 04:00:00,1.328,0.156,242.28,5.4,0,1,18
2007-07-08 18:00:00,1.468,0.14,237.77,6.4,0,19,5
2007-07-09 08:00:00,1.412,0.182,237.63,6.0,0,2,17
2007-07-09 22:00:00,0.568,0.1,239.66,2.4,0,1,0
2007-07-10 12:00:00,0.13,0.0,238.51,0.6,0,0,0
2007-07-11 02:00:00,0.352,0.278,242.26,1.8,0,2,0
2007-07-11 16:00:00,0.132,0.0,240.97,0.6,0,0,0
2007-07-12 06:00:00,0.3,0.234,240.02,1.6,0,1,0
2007-07-12 20:00:00,0.654,0.306,240.42,3.0,0,0,0
2007-07-13 10:00:00,1.418,0.318,238.0,6.0,0,1,17
2007-07-14 00:00:00,0.336,0.066,243.33,1.4,0,0,0
2007-07-14 14:00:00,0.636,0.36,244.12,3.0,0,1,0
2007-07-15 04:00:00,0.248,0.118,240.8,1.2,0,0,0
2007-07-15 18:00:00,0.364,0.33,242.01,2.0,0,0,0
2007-07-16 08:00:00,1.386,0.184,232.84,6.0,0,0,17
2007-07-16 22:00:00,0.6,0.202,233.33,2.6,0,1,0
2007-07-17 12:00:00,0.274,0.17,231.48,1.4,0,0,0
2007-07-18 02:00:00,0.114,0.0,235.81,0.6,0,0,0
2007-07-18 16:00:00,0.192,0.07,226.72,0.8,0,1,0
2007-07-19 06:00:00,1.234,0.088,235.16,5.2,0,0,17
2007-07-19 20:00:00,1.212,0.08,234.94,5.0,0,1,17
2007-07-20 10:00:00,1.166,0.0,232.71,5.0,0,0,17
2007-07-21 00:00:00,0.208,0.086,236.03,1.0,0,0,0
2007-07-21 14:00:00,1.344,0.286,231.91,5.8,0,1,16
2007-07-22 04:00:00,0.294,0.204,235.99,1.4,0,0,0
2007-07-22 18:00:00,0.266,0.106,237.52,1.2,0,0,0
2007-07-23 08:00:00,0.12,0.0,233.76,0.6,0,0,0
2007-07-23 22:00:00,0.626,0.0,231.63,2.6,1,0,0
2007-07-24 12:00:00,0.222,0.108,234.04,1.0,0,0,0
2007-07-25 02:00:00,0.244,0.12,236.32,1.2,0,0,0
2007-07-25 16:00:00,0.216,0.11,234.65,1.0,0,0,0
2007-07-26 06:00:00,0.216,0.11,235.06,1.0,0,0,0
2007-07-26 20:00:00,3.568,0.07,234.06,15.2,0,38,17
2007-07-27 10:00:00,0.118,0.0,233.2,0.6,0,0,0
2007-07-28 00:00:00,1.224,0.08,236.01,5.2,0,0,17
2007-07-28 14:00:00,4.918,0.108,230.34,21.4,36,22,16
2007-07-29 04:00:00,0.276,0.222,237.12,1.4,0,0,0
2007-07-29 18:00:00,0.102,0.0,235.97,0.4,0,0,0
2007-07-30 08:00:00,0.196,0.112,234.07,1.0,0,0,0
2007-07-30 22:00:00,0.332,0.212,235.58,1.6,0,0,0
2007-07-31 12:00:00,0.326,0.21,232.81,1.6,0,0,0
2007-08-01 02:00:00,0.104,0.0,238.25,0.4,0,0,0
2007-08-01 16:00:00,1.326,0.206,232.93,5.6,2,0,17
2007-08-02 06:00:00,0.194,0.122,236.06,1.0,0,0,0
2007-08-02 20:00:00,0.1,0.0,235.25,0.4,0,0,0
2007-08-03 10:00:00,1.286,0.0,232.35,5.6,0,0,17
2007-08-04 00:00:00,1.812,0.196,232.88,7.8,0,0,0
2007-08-04 14:00:00,1.348,0.106,233.69,5.8,0,0,17
